StudentID,TrialID,EEG_Delta_mean,EEG_Delta_var,EEG_Theta_mean,EEG_Theta_var,EEG_Alpha_mean,EEG_Alpha_var,EEG_Beta_mean,EEG_Beta_var,EEG_Gamma_mean,EEG_Gamma_var,EEG_Theta_Alpha,EEG_Beta_Alpha,GSR_mean,GSR_std,GSR_slope,GSR_peaks,Pupil_mean,Pupil_std,GazeX_std,GazeY_std,fixation_count,fixation_duration_mean,fixation_duration_std,fixation_dispersion_mean,saccade_count,saccade_duration_mean,saccade_duration_std,saccade_amplitude_mean,saccade_amplitude_std,saccade_velocity_mean,saccade_velocity_std,TIVA_Engagement_mean,TIVA_Valence_mean,TIVA_Attention_mean,TIVA_Joy_mean,TIVA_Sadness_mean,TIVA_Anger_mean,TIVA_Fear_mean,TIVA_Surprise_mean,TIVA_Neutral_mean,Difficulty_mean,ResponseTime_mean,Label
1,1spl1,-1.5797252758990177,-0.7205720237976103,-1.2106180535534286,-0.8909968943522787,-0.7697141303490829,-0.41368889041902324,-0.3475373617440014,-0.48373062399480915,-0.8303589845848154,-0.316047848041733,-0.87407268420857,0.212183807367327,1.370307084635817,8.15235180525903,5.4588534417519625,-0.6652409720439818,0.09873516632106465,0.08358417618007018,-1.721585325542771,0.3165503736301174,-0.5387043111061348,7.972913132564294,9.983694857362806,0.025324517062394802,-0.5981516885521099,0.5067762673137246,-0.0855785138957057,0.8934588907097174,0.9704423374791109,0.9254246446442226,0.9955420009713506,-0.6147921853514128,0.23133198511422742,0.33411696028330534,-0.04373589028386115,-0.193527049073247,-0.43720450999392924,-0.4946486792143965,-0.4885526937584062,0.5780041986306311,0.0,-0.44098763159071397,1
1,1spl2,-0.0003143897200345524,0.6454625008785241,-0.22739401465847564,1.1977094298350455,-0.011217629392393846,1.4325823634156059,-0.13495581601565668,-0.1688291270130332,-0.3564850648495405,0.7150796273663894,-0.03050594653911114,-0.020818913140221735,1.3530408605773208,1.8653379258021436,-2.598593282733799,-0.6885361904215029,0.2065576140353707,0.13404202486346245,-0.08094342461204283,-0.39021851999578633,-0.31763826008320606,-0.15474952735539743,-0.4278565972804384,-0.22896005038577552,-0.47024972935526194,0.22705372416048936,-0.08719286742382587,0.3937521841339984,0.7162681820957914,0.44493504137563944,1.0603263765953692,-0.6147921853514128,0.23133198511422742,0.22505512700288602,-0.04375376699109543,-0.19355029596447682,-0.44055203204004934,-0.49469672875320175,-0.49032928728685315,0.5786178506645806,0.0,-0.6176257842134127,1
1,1Item1,0.381965511308772,1.0544022404561313,0.16963526532986972,1.8159227404760245,0.303759655894524,0.5559320213426084,-0.0026419975607010417,-0.2330900624909508,-0.5115728945637387,-0.03179342534147577,0.1722175593479805,-0.037806885216836915,1.269944657953846,0.7702588623429537,-1.046360789642702,-0.7700694547428267,0.17472695178014797,0.13127080920511625,0.10830743454991243,0.38104821861393096,-0.5387043111061348,1.342950522927634,1.1759662787580667,-0.2885535614391391,-0.6123630173517597,0.1462864287587783,-0.42135867352580375,0.42406348801690713,0.023484399131530862,0.7933651172785865,0.5391932046081584,-0.6147921853514128,0.23133198511422742,0.04398514420242356,-0.04376175244461586,-0.19410167088844316,-0.4245904868646145,-0.49369294845751416,-0.48871455503654165,0.5778097902870449,0.0,-0.636292040963499,1
1,1Item2,0.3852441085868943,0.957563842836676,0.19500766856422705,0.015788880863495832,0.481760199714068,0.30254786078377444,-0.23512352774764217,-0.3506193671152878,-0.6292232744494463,-0.22878151494625734,0.05720247635643677,-0.32461630614488823,1.301331324533053,3.4662594277936694,-0.2347702844232403,-0.6419457536664607,0.11864389564186209,0.0868475750242985,-1.6371085732436237,-0.5665681739840117,-0.022883525385967735,1.1317774347117573,1.1777957370633492,-0.05775093414324068,-0.2997137837594646,0.06554262272460007,-0.7746864642154389,-0.21128206366483684,-0.4083688627444623,0.2622317235050756,0.5817999293855914,-0.6147921853514128,0.23133198511422742,-0.23562546489750563,-0.04375641294177674,-0.19354683706555526,-0.43773521004459587,-0.4945789724892877,-0.49033325481705003,0.5786262653850109,0.0,-0.1369274683972312,1
1,1Item3,0.23538095038779525,-0.2269492844929624,-0.10061332950366836,-0.011325237982720372,0.15476298195211033,0.09269002118149963,-0.20177980224843572,-0.10794810938506758,-0.6735456542885696,-0.168312554864857,-0.01567253228324151,-0.16953605025026403,1.1381783893811073,1.1985074108549885,-1.5600901823043456,0.1035012344142141,-0.1870856517878083,-0.12294310964142537,0.39810033612873347,-0.2651545014668811,0.320996998427477,0.10618593038537363,-0.270883104888919,-0.0431215878403289,-0.0012758789668193679,-0.07221853033052905,-0.5977538433531514,-0.16081704070490552,0.2805638740479809,-0.04161268376779931,0.6973492756917269,-0.6147921853514128,0.23133198511422742,-0.38642937825669876,-0.04376511742174607,-0.1935291734705965,-0.43634348193714145,-0.4944573220697402,-0.490324090362083,0.5786054305053006,0.0,-0.0017521996710558587,1
1,1Item4,0.25734890825978846,0.14567168723540214,-0.04163891553884857,0.1611693131196775,0.04164542741288958,0.3498257988526336,-0.26621709979226427,-0.19471115053090324,-0.6396036082566584,-0.28198792589207683,0.1550382971087855,-0.18749136846635184,1.1985204916642853,1.654183723406978,1.5594734798762395,-0.19933660449356005,-0.036374273439820616,-2.7556406624374334e-05,-0.9427569701903944,-0.37777504008241103,0.34555989298558015,0.49690105964008624,0.377070179209739,-0.04694102343733013,-0.08654385176471802,0.19435607583860132,0.2618206045826729,0.041660829580821505,0.16687579390818208,0.175729446726367,0.5332412739237162,-0.6147921853514128,0.23133198511422742,-0.23871870470145726,-0.04375221619945327,-0.19353872874940695,-0.44093697692927136,-0.49479425627324586,-0.4904396684583957,0.5785623879200668,0.0,0.07517190763562318,1
1,1Item5,0.3230588532103806,0.4041697986182775,0.15053192355455478,-0.1443893419707928,0.5021680095069793,-0.21306966645266515,-0.16468042598287466,-0.16045822553911485,-0.5408413677010756,-0.16046227175661482,-0.0048971312003616915,-0.26780977941666706,1.1670266321487623,1.9415344570708075,-0.9260963084586796,0.06855840684793248,0.11677381073241935,0.08699387401371726,0.008023860752461816,-1.3100791138148133,0.7631291004733344,0.8550706304730985,0.28426590534113527,0.18269028843854082,0.2403167106272268,0.16855312664063174,-0.035120286651488516,0.39208611921385017,0.9469024628880811,0.3834874421774621,1.1288724723837318,-0.6147921853514128,0.23133198511422742,-0.23229899335242502,-0.04374960933796636,-0.193625640521916,-0.441122905515749,-0.4947791490167192,-0.49048798063395177,0.5785837848613432,0.0,0.6864317344232194,1
1,1Item6,0.37519702538861444,-0.11288874541228479,0.1410155228464278,0.22249229817872734,0.46858718816008205,0.11505192239506534,-0.15259956037482592,-0.07782242606059764,-0.8088449462258602,-0.3056099393921391,0.009857171195849432,-0.24504043692447566,1.0931351210462261,0.18216979910184689,-1.1349582338274384,-0.5487648801563764,-0.04616529630131088,-0.04134303224144058,-1.039746234672158,-0.9430484513206441,-0.4158898383156188,0.44885548976116146,-0.07185913503458434,0.12749984433939401,-0.49867238695456145,0.1194886238160478,-0.535906236834916,0.09236595731292607,-0.12964228539284867,0.3409639666768091,0.8358543700540948,-0.6147921853514128,0.23133198511422742,-0.27761600708338535,-0.0437366139625637,-0.19365949150981543,-0.44080336211119714,-0.49477076466522596,-0.49034208278597424,0.5785835633720103,0.0,-0.5563846929697458,1
1,1Item7,-0.07821678712705726,-0.33661099745650475,0.13779894436736492,-0.5807212473339722,0.3666127967437156,-0.8647753728062741,-0.10737802635003366,-0.13633918499594805,-0.7776055532323083,-0.5827802068355125,0.08506026020415824,-0.16455072819249447,1.2478460311366784,3.6323316627576197,3.0923446933812335,-0.7467742363653056,-0.18950076279070743,-0.08448233407381062,-0.14731822390395788,-0.3360120284881732,-0.4895785219899284,0.9433152661311082,0.5922440866477056,0.5246058430075176,-0.527095044553861,0.13173746215513407,0.27716687986631666,0.6604778890919734,0.9888204316419335,0.6792245246530942,1.4539541119182735,-0.6147921853514128,0.23133198511422742,-0.40134552328947,-0.04373089832686959,-0.19361597264417982,-0.441020081905804,-0.4947782090813471,-0.4904478173064458,0.5785780293190038,0.0,-0.5468205483636234,1
1,1Item8,-0.048355604775249264,1.8026359764996562,0.09623080284657468,0.9642322146096967,0.46219155416158,0.480907981639171,-0.1759541569519157,-0.26057406855431625,-0.760233938805294,-0.35069669939982123,-0.03306030808716372,-0.2640796066812632,1.1983093153144837,1.3646662716169162,-0.6232581147363828,-0.33910791475868657,-0.03612128270664182,-0.0027236648995228705,0.31378258400298936,-0.36474014591342735,-0.04744641994407093,1.610619730560979,1.226420727320438,0.1313695396850275,-0.24286846856086552,0.5915989457858384,0.017334710613935097,0.8736243794668658,0.6598194341715364,0.7378131588979903,0.8369983125073039,-0.6147921853514128,0.23133198511422742,-0.3434154762207428,-0.043734451025272604,-0.19371527638421615,-0.440865840562201,-0.4947466074456865,-0.49033160578455465,0.5786005489997424,0.0,-0.0032745828593634093,0
